Company,Industry,Location,address,Phone,Tier,Activeness,Status,Account Manager,Business Developer
Atlantic Marine,Industrial,Mobile,"660 Dunlap Road, Mobile, AL 36652, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Atmore Community Hospital,Industrial,Atmore,"401 Medical Park Drive, Atmore, AL 36502, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Ausimont,Chemical / Refining / Metals,Orange,"Orange, TX, US",409-883-5930,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Avery Dennison,Wood Products,Meridian,"Meridian, MS, US",601-483-0611,Tier 3,Non-Active,Not Qualified,,
Avondale Mills,Industrial,Bon Air,"240 Front Street, Bon Air, AL 35032, US",256-378-5584,Tier 3,Non-Active,Not Qualified,,
Avondale Mills,Industrial,Pell City,"100 Avondale Drive, Pell City, AL 35125, US",205-338-2215,Tier 3,Non-Active,Not Qualified,,
"AWC, Inc",Industrial,Baton Rouge,"6655 Exchequer Drive, Baton Rouge, LA 70809-5148, US",,Tier 3,Non-Active,Not Qualified,,
B & M Die Casting Inc,Chemical / Refining / Metals,Tuscumbia,"307 Leslie Ave., Tuscumbia, AL 35674, US",256-381-4343,Tier 3,Non-Active,Not Qualified,,
B and B Industrial Service,Industrial,Brian Louviere,"P.O. Box 446, Berwick, LA 70342, US",,Tier 3,Non-Active,Not Qualified,,
B&V Veneer Co,Wood Products,Maplesville,"Hwy 22 South, Maplesville, AL 36750, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Bailey Boiler Works,Industrial,"Lubbock, TX","ROUTE 9, BOX 144, LUBBOCK, TX 79423, US",806-745-1993,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Bailley Pvs Oxides, LLC",Chemical / Refining / Metals,Decatur,"3402 Process Drive, Decatur, AL 35601, US",724-745-9500,Tier 3,Non-Active,Not Qualified,,
Baker Petrolite,Chemical / Refining / Metals,Pasadena,"13200 Bay Park, Pasadena, TX 77507, US",281-474-5166,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Baldwin Aluminum Foundry,Chemical / Refining / Metals,Steele,"20925 U.S. Hwy 11, Steele, AL 35987, US",205-594-5455,Tier 3,Non-Active,Not Qualified,,
Baldwin Pole and Piling Company,Wood Products,Bay Minette,"1101 State Hwy 31, Bay Minette, AL 36507, US",,Tier 3,Non-Active,Not Qualified,,
Bama Foundary Inc,Chemical / Refining / Metals,Montgomery,"1427 N. Court  St., Montgomery, AL 36104, US",334-263-3446,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Barber Brothers Contracting Co LLC,Commercial,Baton Rouge,"2636 Dougherty Dr, Baton Rouge, LA 70805, US",,Tier 3,Non-Active,Not Qualified,,
Barber Dairies Inc,Food & Beverage,Jasper,,,Tier 3,Non-Active,Not Qualified,,
Barber Dairies Inc,Food & Beverage,Mobile,"Mobile, AL, US",251-679-0330,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Barber Dairies Inc,Food & Beverage,Montgomery,"245 West Fairview Ave., Montgomery, AL 36108, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
"Bariven, S.A./PDVSA Services, Inc",Industrial,"Punta Cardon, Falcon, VE","VE, Punta Cardon, Falcon, LA, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Barnes Hardwood,Wood Products,Hamburg,"700 Mill Road, Hamburg, AR 71646, US",870-853-8288,Tier 3,Non-Active,Not Qualified,,Rawland Allen
BASF,Chemical / Refining / Metals,Beaumont,"Old West Port Arthur Road, Beaumont, TX 77705, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BASF,Chemical / Refining / Metals,Decatur,"152 IPSCO ST DECATUR INDUSTRIAL PARK, DECATUR, AL 35601, US",,Tier 3,Non-Active,Not Qualified,,
BASF,Chemical / Refining / Metals,Freeport,"602 Copper Road, Freeport, TX 77541, US",,Tier 1	(Targeted),Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Barry Landry  (TPS)",
BASF,Chemical / Refining / Metals,Geismar,"8404 Hwy 75, Geismar, LA 70734, US",,Tier 2	(Targeted),Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
BASF,Chemical / Refining / Metals,North Geismar DNT,"36637 LA Highway 30, Geismar, LA 70734, US",,Tier 3,Non-Active,Not Qualified,,John Shaw
BASF,Chemical / Refining / Metals,Pasadena,"10001 Chemical Road, Pasadena, TX 77507, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
BASF,Chemical / Refining / Metals,Pasadena,"11200 Bay Area Blvd, Pasadena, TX 77507, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS)",
BASF,Chemical / Refining / Metals,Port Arthur,"Hwy 366, Port Arthur, TX 77642, US",409-960-5000,Tier 1,Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS)",
BASF,Chemical / Refining / Metals,Quincy,"1101 North Madison Street, Quincy, FL 32352-9646, US",,Tier 2	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
BASF,Chemical / Refining / Metals,West Memphis,"100 Bridgeport Rd, West Memphis, AR 72301, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
BASF,Chemical / Refining / Metals,Zachary,"111 West Irene Rd., Zachary, LA 70791, US",,Tier 3,Non-Active,Qualified,,
BASF (Ciba Specialty),Chemical / Refining / Metals,McIntosh,"McIntosh, AL, US",251-436-2000,Tier 3,Non-Active,Qualified,,
BASIC Equipment,Industrial,Houston,"7410 Miller Rd#2, Houston, TX 77049, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Basic Industries,Industrial,Baton Rouge,"16055 Airline Hwy, Baton Rouge, LA 70884-3780, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Batesville Casket,Industrial,Vicksburg,"687 Warrenton Lane, Vicksburg, MS 39180, US",,Tier 3,Non-Active,Qualified,,
Bayer,Chemical / Refining / Metals,Baytown,"8500 West Bay Road, Baytown, TX 77520, US",281-383-6000,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Bayer Corp.,Chemical / Refining / Metals,Luling,"12501 River Road, Luling, LA 70070, US",,Tier 3,Non-Active,Not Qualified,,John Shaw
Bayer Crop Science,Chemical / Refining / Metals,Therodore,"4201 Degussa Road, Theodore, AL 36582, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Bayou Industrial Sales LLC,Industrial,Gonzales,"1711 S Lanoux Ave, Gonzales, LA 70767, US",,Tier 3,Non-Active,Not Qualified,Barry Landry  (TPS),
BCP Ingredients,Food & Beverage,St Gabriel,"3830 Hwy 30, St Gabriel, LA 70776, US",,Tier 3,Non-Active,Not Qualified,David Formby (FTS),
Beaird Industries Inc,Industrial,Shreveport,"601 Benton Kelly St, Shreveport, LA 71106, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Bear Creek Gas & Storage Field,Industrial,Bienville,"10275 Highway 507, Bienville, LA 71008, US",,Tier 4,Non-Active,Not Qualified,,
Bellefonte Oil,Chemical / Refining / Metals,Montgomery,"2 N Jackson St Ste 705B, Montgomery, AL, US",,Tier 3,Non-Active,Not Qualified,,
Bengal Transportation,Commercial,Geismar,"37156 HWY 30, Geismar, LA 70734, US",,Tier 3,Non-Active,Not Qualified,David Formby (FTS),
Berg Services,Industrial,Shreveport,"724 West 61st St., Shreveport, LA 71106, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Bert Leaveau Boiler,Industrial,Jefferson,"250 Jeanette St., Jefferson, LA 70121, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Berwanger Inc,Industrial,Houston,"4615 SW Freeway, Houston, TX 77027, US",713-570-2900,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BF Goodrich Aerospace,Industrial,Foley,"1300 West Fern, Foley, AL 36535, US",251-952-3000,Tier 3,Non-Active,Not Qualified,,
Big River Industries Inc,Industrial,Livingston,"South Industrial Park, Livingston, AL 35470, US",205-652-9688,Tier 3,Non-Active,Not Qualified,,
Billy's Boudin & Cracklin,Commercial,Krotz Springs,"24467 US 190, Krotz Springs, LA 70750, US",,Tier 3,Non-Active,Not Qualified,Barry Landry  (TPS),
Billy's Boudin & Cracklin,Food & Beverage,Port Barre,"2697 Highway 742, Port Barre, LA 70577, US",,Tier 3,Non-Active,Not Qualified,Barry Landry  (TPS),
Biloxi Regional Medical Center,Industrial,Biloxi,"150 Reynoir Street, Biloxi, MS 39530, US",228-432-1571,Tier 3,Non-Active,Not Qualified,,
Bio Energy Development Group LLC,Chemical / Refining / Metals,Memphis,"2227 Deadrick Ave, Memphis, TN 38114, US",,Tier 2	(Targeted),Non-Active,Not Qualified,,Bridget LaBorde
Biofuels Power Corp.,Power,The Woodlands,"25211 Grogans Mill Road Suite 465, The Woodlands, TX 77380, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Biolab, Inc. A Chemtura Subsidiary",Commercial,Westlake,"910 Interstate 10 West, Westlake, LA 70669, US",337-433-3030,Tier 3,Non-Active,Not Qualified,"Ivy Kimble (FTS), Ivy Kimble (TPS)",
Bioproducts,Chemical / Refining / Metals,St. Gabriel,"3830 Hwy 30, St. Gabriel, LA 70776, US",225-642-0011,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Birmingham Hide and Tallow,Industrial,Montgomery,"3353 Birmingham Hwy, Montgomery, AL 36108, US",,Tier 3,Non-Active,Not Qualified,,
BIS TEPSCO INC,Commercial,Deer Park,"2909 Aaron Street, Deer Park, TX 77536, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (PSS), Nathan Gewin (FTS)",
Blac Inc,Commercial,Houston,"16430 Aldine Westfield Rd, Houston, TX 77032, US",,Tier 3,Active,Not Qualified,,
Blue Runner Foods Inc,Food & Beverage,Gonzales,"726 S Burnside Ave, Gonzales, LA 70737, US",225-647-3016,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Barry Landry  (TPS)",
"Boardwalk Pipelines, LP",Chemical / Refining / Metals,Houston,"9 Greenway Plaza, Suite 2800, Houston, TX 77046, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
BoatRight Enterprises Inc,Wood Products,Montevallo,"1051 Hwy 25, Montevallo, AL 35115, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
"Bodin Oil Recovery, Inc",Power,Abbeville,"18101 W La Hwy 330, Abbeville, LA 70510, US",337-893-3972,Tier 3,Non-Active,Not Qualified,"David Formby (FTS), David Formby (TPS)",
"Boiler Burner Sales & Service, Inc",Industrial,Houston,"1507 Penn City Road, Houston, TX 77015, US",281-860-0545,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Boiler Rebuilders,Industrial,Port Allen,"5734 Elm Grove Road, Port Allen, LA 70767, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Boise Cascade,Wood Products,Florine,"P O Box 128 Hwy 171 N, Florine, LA 71429, US",,Tier 2	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),
Boise Cascade,Wood Products,Jackson,"205 W. IndustrialRoad, Jackson, AL 36545, US",,Tier 3,Non-Active,Qualified,,
Boise Cascade,Wood Products,Jackson,"307 W. Industrial Road, Jackson, AL 36545, US",,Tier 2	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),
Boise Cascade,Wood Products,Oakdale,"140 Van Ply Road, Oakdale, LA 71463, US",,Tier 1	(Targeted),Non-Active,Not Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",
Boise Cascade,Wood Products,Thorsby,"19953 Hwy 31, Thorsby, AL 35171, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Boise Cascade,Wood Products,Thorsby,"19953 Hwy 31, Thorsby, AL 35171, US",,Tier 3,Non-Active,Not Qualified,,
Boise Cascade (Formerly Known As - Coastal Forest Products),Wood Products,Chapman,"102 Main Street, Chapman, AL 36015, US",,Tier 2	(Targeted),Active,Not Qualified,Mark Maulden (FTS),
Boise Cascade (Formerly Known As - Coastal Forest Products),Wood Products,Havana,"8007 Fl-GA Hwy, Havana, FL 32333, US",,Tier 2	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),
Boland Marine,Industrial,New Orleans,"1000 Tchoupitoulas, New Orleans, LA 70130, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Borden A & R,Chemical / Refining / Metals,Vicksburg,"Rifle Range Road, Vicksburg, MS 39180, US",601-636-7385,Tier 3,Non-Active,Not Qualified,,
Borden Incorporated,Food & Beverage,Jackson,"Hwy 11 North, Jackson, MS, US",601-582-1902,Tier 3,Non-Active,Not Qualified,,
Born Canada,Industrial,"Calgary, ALBERTA","501, 10333 Southport Road S.W. ALBERTA, Canada, Calgary, T2W 3X6",403-252-2676,Tier 3,Non-Active,Qualified,"(FTS),  (TPS)",
Born Inc.,Industrial,Tulsa,,,Tier 3,Non-Active,Not Qualified,,
Bowater Newsprint,Wood Products,Childersburg,"17589 Plant Road, Childersburg, AL 35044, US",256-378-5541,Tier 3,Non-Active,Not Qualified,,
BP Chemical,Chemical / Refining / Metals,Baytown,"Baytown, TX 77522, US",281-421-2972,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BP Chemical,Chemical / Refining / Metals,Chocolate Bayou,"2 miles south of FM1488 & FM2003, Alvin, TX 77512, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BP Chemical,Chemical / Refining / Metals,Cooper River,"Cooper River, SC, US",,Tier 3,Non-Active,Not Qualified,,
BP Chemical,Chemical / Refining / Metals,Crane,"Crane, TX 79731, US",915-334-4813,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BP Chemical,Chemical / Refining / Metals,Green Lake,"Highway 185 N. of Hwy 35, Green Lake, TX 77979, US",512-552-7543,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BP Chemical,Chemical / Refining / Metals,Longview,"2100 Sinclair Plant Rd, Longview, TX 75604, US",903-759-2422,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
BP Chemical,Chemical / Refining / Metals,Moss Point,"6800 Stennis Blvd., Moss Point, MS 39562, US",,Tier 3,Non-Active,Not Qualified,,David Gould
BP Chemical,Chemical / Refining / Metals,Texas City,"2800 Farm Road 519 East, Texas City, TX 77592, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Brandon & Company,Industrial,San Leon,"2711 Ave L, San Leon, TX 77539-8817, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
Brandt Companies,Commercial,Houston,"8848 North Sam Houston Parkway Suite 410, Houston, TX 77064, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Bright Star,Industrial,Houston,"Houston, TX, US",713-300-3361,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Brochway Standard,Industrial,Picayune,"Picayune, MS, US",,Tier 3,Non-Active,Not Qualified,,
Brookfied District Energy USA,Power,New Orleans,"1661 Gravier street, New Orleans, LA 70112, US",,Tier 3,Non-Active,Not Qualified,David Formby (FTS),
Browder & Son Veneer Co,Wood Products,Thomasville,"E. Front Street, Thomasville, AL 36784, US",251-636-4356,Tier 3,Non-Active,Not Qualified,,
Browder Veeer Co,Wood Products,Camden,"Hwy 10, Camden, AL 36726, US",251-682-4821,Tier 3,Non-Active,Not Qualified,,
Browder Veneer Works Inc,Wood Products,Montgomery,"1401 N. McDonough Street, Montgomery, AL 36102, US",251-263-7653,Tier 3,Non-Active,Not Qualified,,
Brown and Root,Industrial,Mobile,"2970 Cottage Hill Road, Mobile, AL 36606, US",251-450-7000,Tier 3,Non-Active,Not Qualified,,
Brown Wood Preserving Co,Wood Products,Northport,"16591 Brownville Road, Northport, AL 35476, US",205-339-4666,Tier 3,Non-Active,Not Qualified,,
Bryan Power Generation,Power,Colorado Springs,"7025 Campus Drive, Colorado Springs, CO 80920, US",,Tier 3,Non-Active,Not Qualified,,
Bryant Crab Co,Food & Beverage,Bayou La Batre,"145 Garland Street, Bayou La Batre, AL 36509, US",,Tier 3,Non-Active,Not Qualified,,
BTT / Holman Boiler Works,Industrial,Dallas,", TX, US",800-331-1956,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Buchannan Lumber Co,Wood Products,Montgomery,"1283 McDonough Street, Montgomery, AL 36102, US",251-263-6647,Tier 3,Non-Active,Not Qualified,,
Buchannan Lumber of Mobile,Wood Products,Mobile,"Industrial Canal Road, Mobile, AL 36603, US",251-433-9567,Tier 3,Non-Active,Not Qualified,,
Buck Kreihs Co,Industrial,New Orleans,"2225 Tchoupitoulas St., New Orleans, LA 70153, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Buddy Bean Lumber,Wood Products,Hot Springs,"3900 Malvern Road, Hot Springs, AR 71901, US",501-262-4490,Tier 3,Non-Active,Qualified,,
Buffalo Rock Pepsi,Food & Beverage,Birmingham,"Birmingham, AL, US",800-277-3774,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Bunge Corp,Industrial,Destrahan,"12466 River Road, Destrahan, LA 70047, US",,Tier 3,Non-Active,Not Qualified,"John Shaw (FTS), Barry Landry  (TPS)",John Shaw
"Burn Rite, Inc",Industrial,Robertsdale,"23576 Hwy 59 N, Robertsdale, AL 36567, US",,Tier 3,Non-Active,Qualified,Unassigned Unassigned (FTS),
Cabot Corp,Chemical / Refining / Metals,Centerville,"Hwy 317, Centerville, LA 70522, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
Caddo Parish School Maintenance,Industrial,Shreveport,"7300 West Bert Kouns, Shreveport, LA 71129-4710, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
"Cahaba Pressure Treated Forest Products,",Wood Products,Brierfield,"12772 Montedallo Road, Brierfield, AL 35035, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
"Cajun Industries, LLC",Commercial,Baton Rouge,", US",2253624436,Tier 3,Non-Active,Not Qualified,,
Cal Maine Foods,Food & Beverage,Edwards,"1545 Adams Lane off of Hwy 467, Edwards, MS 39066, US",601-852-8742,Tier 3,Non-Active,Not Qualified,,
Calabrian Chemicals,Chemical / Refining / Metals,Port Neches,"5500N  Hwy 366, Port Neches, TX 77651, US",409-727-1471,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Calcasieu Refining Comp,Chemical / Refining / Metals,Lake Charles,"4359 West Tank Farm Road, Lake Charles, LA 70605, US",,Tier 3,Non-Active,Qualified,David Formby (FTS),
Caldwell Sugar Co,Food & Beverage,Thibodaux,"Hwy 304, Thibodaux, LA 70301, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Caledonia Operating Serv,Power,Lowndes,"29 W, Lowndes County, MS 39711, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Calgary Energy Centre Calpine Power L.P.,Power,Balzac Alberta,"PO Box 191, Balzac Alberta Canada, TOM 0E0",,Tier 3,Non-Active,Not Qualified,,
Calgon,Chemical / Refining / Metals,Bayport,"9640 Bayport Blvd., Bayport, TX 77507, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Calgon Carbon Corp,Chemical / Refining / Metals,Bay Saint Louis,"13121 Webre Road, Bay Saint Louis, MS 39502, US",,Tier 1,Semi-Active,Not Qualified,"Barry Landry  (TPS), Mark Maulden (FTS)",
Calgon Carbon Corp,Chemical / Refining / Metals,Pearl River,"Pearl River, MS, US",228-533-7171,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
Callidus Technologies,Industrial,Tulsa,"7130 S Lewis Suite 335 - OK, Tulsa, LA 74136-5488, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Calpine,Chemical / Refining / Metals,Clearlake,"TX77507001 9602 Bayport Road, Pasadena, TX 77507-1404, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Calpine,Chemical / Refining / Metals,Corpus Christi,"3850 Buddy Lawrence dr, Corpus Christi, TX 78407, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS), Nathan Gewin (PSS)",
Calpine,Chemical / Refining / Metals,Gaffney,"Broad River Energy Center 1124 Victory Trail Road, Gaffney, SC 29340, US",864-206-0450,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Calpine,Chemical / Refining / Metals,West Houston Refinery,"12000 Lawndel Gate 5, Houston, TX 77017, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Calpine,Power,Baytown,"Baytown, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Calpine,Power,Bogalusa,"18400 Bennet Road, Bogalusa, LA 70427, US",,Tier 3,Non-Active,Not Qualified,"John Shaw (FTS), Barry Landry  (TPS)",Derek Mishou
Calpine,Power,Decator,"2024 Hwy 20 West, Decator, AL 35601, US",256-301-6500,Tier 2	(Targeted),Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",Larry LeBlanc
Calpine,Power,Edinburg,"Edinburg, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Calpine,Power,Houston,"Houston, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
